req,res
나도 부모님 걱정 많이 해! 그런데 너무 빨리 늙으시니 이제는 정말 챙겨드려야지,맞아. 우리 같이 힘을 내서 부모님 잘 모시자.
요즘 코로나가 길어지면서 못했던 결혼을 지금 하는 분들도 많은 것 같아,맞아. 왠지 주변에 결혼식을 올린다는 사람들이 생겼어.
그런데 결혼식은 올리더라고 코로나로 신혼 여행을 갈 수 있을까?,아무래도 외국으로 가기에는 무리겠지?
그러면 요즘 신혼 부부들은 어디로 신혼 여행을 갈까?,주로 제주도나 지방 쪽으로 간다고 들었어.
우리나라 경제를 살릴 수도 있고,얼른 코로나가 없어져서 신혼 여행도 자유롭게 갈 수 있는 날이 왔으면 좋겠다.
여행 갈 생각 하니까 신난다.,우리 같이 그런 날이 오기를 기도해 보자!
소년 촉법이 없어져야 한다는 여론이 많은데 언니는 어떻게 생각해?,당연히 없어져야 된다고 생각해!
나도 똑같이 생각해.,요즘 소년 촉법을 악용해서 범죄를 저지르는 청소년이 늘고 있다고 들었어.
응 게다가 소년 촉법이 미 적용 되는 나이가 되기 전에 일부러 더 많이 범죄를 저지른다고 하더라고,모든 청소년들이 그런 것은 아니지만 요즘 청소년들 정말 무섭구나.
그 인터뷰를 보는데 소름이 돋더라니까,얼른 법이 바뀌어서 청소년들도 제대로 죗값을 치뤄야 할 텐데.
청소년이라 실수로 범죄를 저지를 수 있으니 감형 된다는 법은 필요한 듯 하면서도 악용 사례가 높아져서 꼭 폐지되어야 된다고 생각해,나도 그렇게 생각해. 법이 개선돼서 아름다운 세상이 되었으면 좋겠다.
파푸아 원시림 훼손 됐대.,자연아 인간이 미안해.
원시림 불 나서 피해가 크대.,얼마나 피해가 크대?
서울시 크기가 탔대.,엄청 크게 났다.
지금은 다시 복구 중이래.,다들 고생이 많겠다.
마스크 쓰고 다니다 보니까 미용에 많은 관심을 안 두게 되는 것 같아.,맞아. 그래서 화장도 잘 안하고 다니는 분위기야.
요즘은 파데프리가 유행이라고 해.,"음, 파데프리가 뭔데?"
파운데이션을 생략하고 자기가 필요한 화장만 하는 파운데이션 프리를 뜻하는 단어야.,"오, 그럼 맨 얼굴에 선크림 정도만 바르고 필요 부위에만 화장을 하는 거야?"
응. 그래서 좀 더 활동성에 특화된 느낌이고 피부도 모공이 안 막혀서 덜 답답하고 좋대.,그렇겠네. 파운데이션 바르면 얼굴이 되게 갑갑하고 공기가 잘 안통해서 불편하잖아.
주로 입술이랑 눈썹 같은 부위만 화장을 하더라고. 좋은 것 같아.,"마스크만 써도 많이 답답한데, 파데프리 화장을 하면 평소보다 조금 더 편하게 생활할 수 있겠는 걸!"
옥상이 넓은 집에서 살고 싶다.,우리 집도 옥상 있잖아.
응 그런데 너무 좁아서 활용도가 적잖아,응 그렇긴하지. 그런데 옥상은 갑자기 왜?
그냥 음식도 가끔 옥상에서 해먹고 싶어서,우리 옛날 집은 옥상이 넓어서 가끔 해 먹었잖아.
응 그 때 기억이 너무 좋아서 지금도 그런 기분을 가끔 느껴보고 싶어,우리 당장 이사는 갈 수 없으니 가끔 캠핑이라도 가서 야외에서 음식 해먹자.
좋은 생각이야. 날이 풀려서 캠핑 얼른 가고 싶다.,내가 일기예보 보고 계획 잡아 놓을게!
우리 내일 지하철 타고 백화점이나 갈까?,갑자기 백화점은 왜?
가까워서,뭐 살 거 있어?
없어,없는데 왜 가?
윈도우 쇼핑하고 밥이나 먹으려고,지하철로 얼마나 걸리는데?
한 10분?,진짜 가깝네. 내일 가자
우리 학교 다닐 때 상벌점 제도 기억나?,우리 학교는 그런 게 없었는데 너희 학교는 있었니?
"응 우리 학교는 노란 딱지, 초록 딱지라고 해서 상벌점 제도가 있었어",이름 한 번 너무 귀엽다!
노란 딱지는 벌점이고 초록 딱지는 벌점이었어,그런데 왜 이름이 딱지인 거야?
직접 노란색과 초록색 종이로 만들어서 상벌점을 주었거든,노란 딱지를 받으면 기분이 좋지 않겠지만 초록 딱지를 받으면 그것을 모으는 재미도 있었겠다
그런데 초록 딱지는 잘 주지 않아서 너무 힘들었어,아이고 노란 딱지 많이 받았구나? 바르게 생활 해야지!
요즘에는 정말 다양한 유형의 가족이 존재하는 것 같아,"맞아 이혼 가정, 한부모 가정 등 정말 다양하지."
그래도 요즘에는 그런 가족들에 대한 차별 인식이 덜해져서 다행인 것 같아,맞아. 예전에는 이혼 가정이나 한부모 가정인 아이들이 그 이유로 왕따를 당하는 경우도 많았잖아.
사실 본인이 잘못한 것도 아니고 흠도 아닌데 말이지,아이들 생각이 어려서 그런가봐
그래도 요즘은 시선도 많이 달라져서 아이와 어른들도 많이 편해졌을 것 같아,어른들도 예전에는 시선 때문에 갈라서지 못하는 경우가 많았다고 하던데 사실 안 맞으면 헤어지는 것도 좋은 방안이잖아.
맞아. 살다 보면 여러가지 일이 있는 것인데 사회가 그것을 흠으로 보는 것은 참 잘못된 시선 같아,그래도 인식이 많이 변했으니 정말 다행이야.
나는 소개팅으로 만나는 연인들 보면 너무 신기해,어떤 점이 신기한 거야?
서로 잘 모르는 상태에서 만났는데 사귀는 것을 전제로 만나잖아,"응 게다가 2, 3번 만나고 서로 사귀기 시작하잖아."
그렇게 짧게 만나는데도 사랑하는 마음이 생기는 걸까?,만나다 보면 마음이 생기는 사람들도 있대.
아 진짜? 나는 솔직히 마음이 가야 만나게 되는 편이라서 잘 공감이 되지 않네,나도 그렇게 생각하지만 세상에는 다양한 종류의 사람들이 있는 거니까.
맞아 그렇긴 하지. 그래도 조금 더 신중히 만났으면 좋겠다는 생각이 들어,그건 그래. 조금 더 천천히 생각해 보면서 만나는 것도 나쁘지 않지.
미국 물 부족 사태래.,미국이 물 부족국가라고?
물이 부족해서 힘들대.,어쩌다가 그렇게 됐어?
물을 막 써서 그랬겠지?,우리도 물 막 쓰잖아.
우리나라는 삼면이 바다야.,그래도 물 아껴써야겠다.
우리는 자연을 보호하자.,그래 같이 자연 보호하자.
코로나로 사람들이 마스크를 필수로 착용하게 되면서 화장품 업계는 큰 타격을 받은 모양이야.,맞아. 얼굴을 다 가리다 보니 크게 화장을 할 필요성을 못느끼더라고.
그걸 넘어서서 이제는 화장이 필수라는 인식이 많이 사라졌지.,그래서 요즘 화장품 가게 앞을 보면 매일 세일하곤 하더라.
"맞아. 폐업 수순을 밟은 브랜드도 몇 곳 있고, 이제 시대가 변화하고 있는 것 같네.","맞아. 화장품 업계에겐 안좋은 소식이지만, 시대는 계속 변하기 마련이지."
현대 사회는 시간의 흐름이 빠르니까 그 타이밍을 놓치면 정말 빠르게 도태되는 것 같아.,그래도 사람들이 로션은 계속 사용할테니까 그 라인을 강화해서 유지하는 게 좋을 것 같아.
맞아. 색조 화장은 줄어든다고 해도 기초 화장품은 안 쓸 수가 없지.,기초 화장품 라인을 잘 유지해서 더 이상의 큰 타격은 안 받았으면 싶네.
결혼을 안하려고 하면 돈을 많이 벌어야 할까?,그냥 본인이 혼자 생활 할 수 있을 정도의 경제력만 되면 괜찮을 것 같은데.
나도 그렇게 생각하는데 엄마가 여자 혼자 살려면 돈을 많이 벌어야 한대,그거는 그냥 아직 혼자 사는 여성에 대한 인식이 아직까지 발전하지 못해서 엄마가 하신 생각 아닐까?
맞아 나도 그렇게 생각해.,나는 그냥 혼자 사는 것도 나쁘지 않다고 생각해.
그런데 나는 혹시나 나중에 나이 들어서 고독사 할까 봐 무서워,그럼 그 때도 혼자 사는 친구들도 있을 테니 같이 사는 것은 어때?
그것도 좋은 생각이다!,아니면 정말 나중에 실버타운에 입주할 수 있을 만큼 돈을 벌어서 실버타운에 들어가도 좋을 것 같아! 너무 걱정하지마.
터키에 엄청 큰 홍수래.,아이고 다들 힘들겠어.
집이 물에 다 잠긴대.,사람들은 어떻게 해?
구출 중에 있대.,터키는 형제의 나라잖아.
6.25때 도와준 나라지.,괜히 더 신경쓰여.
사람들이 안전하길 바라.,모두가 안전하길 바라.
요즘 코로나라 화장을 못하니까 기분이 너무 꿀꿀해.,그래서 나는 기분 전환을 위해 향수를 뿌리곤 하지!
너는 향수 모으는 취미가 있어서 향수를 많이 가지고 있지?,"응, 그래서 그 날의 기분에 따라 향수를 바꿔 뿌려서 매일 새로운 기분을 느끼고 있어."
배우 정유미가 여행을 갈 때 마다 한 향수를 정해고 그 향수만 뿌려서 그 곳의 추억을 되새긴다고 하더라.,맞아. 그것처럼 생각보다 후각이 주는 영향이 커서 향수를 바꿔 뿌리면 리프레쉬 되고 좋아.
그렇구나. 그러면 나도 한 번 향수를 구매해볼까 하는데 추천 좀 해줘.,일단 지속력을 위해선 오 드 퍼퓸 등급의 향수가 좋아.
향은 어떤 느낌이 좋을까?,여러 개 중 고민이 된다면 미들 노트를 비교해봐.
연애와 결혼은 정말 다른 문제 같아,맞아 연애에는 사랑이 주로 필요하지만 결혼은 사랑만 있어서는 힘들지.
맞아 결혼 생활을 유지하는 데에는 많은 조건들이 요구되는 것 같아,그래서 그런지 요즘 많은 사람들이 이혼을 하는 걸까?
서로 사랑을 해서 결혼을 했는데 같이 살다 보니 많은 것이 생각보다 달라서 이혼을 하는게 아닐까?,맞아 그런데 요즘 가정보다 본인을 우선시 하는 경향이 늘어나면서 이혼율이 증가한 것 같기도 해.
맞아. 예전에는 가정을 지키려 본인을 많이 희생했는데 요즘 사람들은 본인을 위주로 생활하긴 하지,서로 배려하며 한발씩 맞춰가면 좋을 텐데 말이야.
항상 참기만 하는 것도 좋지 않지만 서로 배려해주는 것은 정말 좋은 것 같아,이런걸 생각하지 않으면 이혼을 하게 될텐데 생각만 해도 속상해
영국은 EPL이 난리야.,EPL은 진짜 보고 싶어.
직접 보면 느낌이 달라.,얼마나 재밌을까?
손흥민이 요즘 잘나가잖아.,황희찬도 엄청 잘해.
우리나라 선수들이 타국가에서 이슈야.,진짜 대단한 선수들이야.
오늘 밤에도 경기 있어.,라이브로 챙겨보자.
요즘 코로나 때문에 마스크를 쓰고 다니면서 화장품 사업이 기울었대,다들 화장을 안하게 되면서 그렇구나.
응 화장을 하더라고 눈썹만 한다고 하더라고,코로나가 미용 산업에도 영향을 미치게 될 줄 누가 알았겠어.
그래도 사람들은 화장을 안 해도 되니 편하다고 하더라고,맞아. 화장이 필수는 아니었지만 하지 않으면 단정하지 않다고 눈치를 주는 시선도 있었잖아.
맞아. 그런 시선은 없어져야 할 텐데,나도 요즘 화장을 거의 안하다 보니 피부가 좋아진 것 같아서 코로나가 없어지더라도 화장을 꼭 하지 않아도 되는 사회 현상이 계속 지속되었으면 좋겠어.
화장은 본인의 자유인데 남들의 눈치를 봐야한다는게 너무 슬퍼,차차 나아지겠지 그래도 코로나는 꼭 없어졌으면 좋겠다.
미국은 마약으로 난리야.,어떤 일이 있었어?
길가에서 마약하는 사람이 많대.,얼마나 많길래 그래?
취재 자료를 봤는데 엄청나.,나도 보여줘.
링크 보내줄게 봐봐.,진짜 어떤지 궁굼하다.
멕시코에서 마약이 넘어온대.,멕시코가 마약 대국이잖아.
나도 점점 주름이 생기고 있는 것 같아,벌써 주름이 생긴단 말이야?
내가 건조해서 그런지 더 주름이 빨리 생기는 것 같아,보습 크림 꼼꼼히 발라줘!
안 그래도 요즘 그러고 있어.,나는 아직 주름은 안 생겼는데 너는 벌써 생기는구나?
언니는 나보다 건조하지 않잖아 ㅜㅜ,그런 것도 한 몫 하지.
그리고 언니도 이마에 주름 있거든?,이거는 원래 어렸을 때 부터 있던 거야!
우리가 초등학교 다닐 때에는 토요일까지 근무를 많이 했던 거 기억나?,응. 그 당시에는 학교도 토요일 오전에 수업이 있었잖아.
그랬었지. 그래도 요즘은 대부분 기업에서 보편적으로 주 5일제를 시행하고 있지.,맞아. 요즘은 오히려 주에 6일 근무하는 회사가 보기 드물지.
그런데 내 친구는 주 4일제인 직장으로 이직했다고 하지 뭐야?,요즘 일부 기업에서는 업무 효율을 위해 워라벨을 중요시 여겨서 주 4일 근무를 시행하고 있다고 해.
"알고는 있었는데, 대기업만 주로 그렇다고 생각했거든. 그래서 너무 신기하더라.",기업의 크기와 상관 없이 회사 대표의 기업 경영 방침에 따라 시행 할 수도 있지 뭐.
"엄청 부럽다고 생각했어, 그래도 친구는 그만큼 연봉이 적어서 그 부분은 감안해야한다고 하더라.","사람마다 선호하는 회사 분위기가 다르니까, 휴식이 더 중요한 사람에게는 좋을 수 있을 것 같아."
일본이 지진피해가 크대.,일본은 자주 그러더라.
지진이 엄청 자주 난대.,거의 생활 이라던대.
지진 훈련도 많이 받아.,그래야 피해가 줄겠지.
훈련이 중요하지.,훈련을 많이 해야해.
우리나라도 훈련 필요해.,우리나라는 훈련 안하나?
내 친구 어제 회식했대,나도 회식했던 경험이 새록새록 떠오르네.
언니네 회사는 회식을 어떤 식으로 진행했었어?,우리는 저녁에 같이 밥먹고 술마시고 노래방에 갔어.
코로나 이전이라 그게 가능했구나,응 그리고 나 빼고 다들 연령대가 높으셔서 전형적인 회식 분위기가 강했어.
그런데 내 친구네 회사는 그냥 점심만 간단히 먹고 끝난대,우와 정말 좋았겠다. 회식에서 술을 권하지 않을 것 같네.
응 그래서 너무 좋대,나도 다음에 입사 할 때에는 그런 곳에 가고 싶다.
나 예비군 아직 안 끝났어.,아직도 안 끝났어?
2022년도에 끝나.,진짜 예비군 길다.
1년 연기 해서 그래.,원래 올해 끝이었어?
원래는 올해 끝나야해.,1년 왜 연기 했어?
국비지원 교육 받느라.,교육 받느라 연기 했구나.
좋아하는 영화배우 누구야?,나는 톰 행크스 좋아해.
톰 행크스? 외국 배우네?,응 너도 잘 아는 배우일 걸?
이름만 들어서는 잘 모르겠다.,배구공 윌슨 나오는 영화 알지?
캐스트 어웨이 주인공이구나!,응 그리고 포레스트 검프에도 나왔어.
엄청 유명한 배우였네.,응 난 톰 행크스의 진정성 있는 연기가 좋아.
오늘 내 친구가 4시부터 전화 해서 놀랐어,친구가 전화 할 수도 있지. 왜 놀랐어?
분명 일하고 있을 시간인데 전화를 하니까 급한 일이 생긴건가 불안했어,큰 일은 아니었지?
응 아니었어 그냥 근무시간이 바뀌어서 일찍 끝나서 전화한거였어,다행이다. 근데 근무시간이 어떻게 바뀌었길래 그렇게나 일찍 전화한 거래?
보통 6시 반쯤 출근해서 4시 반에서 5시 반 사이에 끝나나 봐,엄청 일찍 출근을 하는구나.
응 그래서 요즘 일어나기가 너무 힘들대,아무래도 출근 준비 시간이 있으니 일어나기 힘들겠다.
친구중에 의경 출신 있어?,내 친구 중에 있어.
친구가 의경은 어떻대?,의경 편하고 좋대.
의경은 서울에 있잖아.,가까운게 진짜 최고지.
멀면 몸도 힘들어.,가까워야 몸이 편하지.
의경이 장점이 많아.,그나마 의경이 낫지.
몇 년 전 크리스마스 때 혼자 영화관에서 영화봤어.,크리스마스에 혼자서?
응 엄청 외로웠어.,주변이 온통 커플들이었겠다.
너는 혼자 영화본 적 있어?,응 조조로 공포영화 본 적 있어.
공포영화를 혼자 봤다고?,조조여서 사람도 몇명 안 되더라고.
엄청 무서웠을 거 같아.,"거짓말이 아니고, 정말 지릴 뻔 했어."
나 예전에 수학학원에서 아르바이트 할 때 정말 힘들었는데,지금 갑자기 그 일이 생각났어?
응 과외 학생을 모집하다가 보니 갑자기 그런 생각이 들었어,그런데 왜 힘들었어?
나한테 시급 제일 적게 주면서 일을 가장 많이 시켰어,그건 정말 어이 없는 일이다.
게다가 다른 선생님들이 문제를 잘 풀 줄 몰라서 학생들도 나한테만 질문했어,너무 힘들었겠다. 그래서 그만둔거야?
응 시급을 올려달라고 말을 했는데 적게 올려준다고 해서 그냥 그만뒀어,잘했어. 원장님도 정말 너무하시다.
나는 육군 출신이야.,육군 말고 또 있어?
"공군, 해군, 해병대 있지.",뭐가 제일 좋아?
육군이 짧아서 좋지.,휴가도 많이 나와?
짧은 대신 휴가가 적어.,타 군은 휴가 많아?
더 많긴 하대.,휴가 많으면 좋겠다.
영화관에 가면 가장 조심해야 하는 곳이 어딘 줄 알아?,음 화장실 아닌가?
바로 영화관 엘리베이터야.,영화관 엘리베이터가 왜 위험해?
온갖 스포가 난무하기 때문이지.,아~ 스포 때문이었구나.
엘리베이터에서는 귀를 꽉 막고 있어야 해.,"생각해보면, 나도 엘리베이터에서 방금 본 영화 얘기 했던 거 같아."
그게 굉장히 비 매너라는 걸 사람들이 알아야 해.,나도 너 말 들으니까 반성하게 된다.
다니던 회사를 그만두는 것도 정말 어려운 일인 것 같아,맞아. 아무래도 이직이 된 상황이 아니면 금전적인 문제 때문에 그만두는게 어렵지.
그런데 말을 꺼내는 것도 무서운 것 같아,무서울 게 뭐가 있어? 어차피 네 자유인데.
그렇긴한데 쉽게 내보내 줄 때도 있지만 회유하려고 하기도 해서,회사 입장에서는 다시 공고를 내야하니 회유하는 경우가 더 많지.
나 수학 강사로 일하다가 그만 둘 때도 회유하셔서 너무 힘들었어,무슨 이유로 회유하셨는데?
사실 내가 강사들 중에 실력이 가장 좋았어서 내가 그만두면 아이들이 질문을 할 선생님이 없어지니 회유하셨어,그거는 그 학원에도 문제가 있었던거네./실력 있는 강사를 처음부터 뽑았어야 된다고 생각해.
특전사 너무 멋있어.,아무래도 몸이 다 좋지.
특전사 가면 좋을까?,가면 몸은 고생이지.
다들 관절 다쳐서 오더라.,관절에 무리가 많이 가.
힘든 훈련이 많아서 그래.,몸을 상하면서 훈련해.
건강한게 최고로 중요해.,맞어 우리는 건강하자.
요새 주짓수 배우고 있어.,"오 멋지다, 재밌어?"
응 재미있는데 힘들어,운동은 많이 돼?
응 엄청 힘들고 땀도 많이 나.,열심히 한번 해 봐.
응 3개월 간 꾸준히 다니려고.,다치지 않게 조심해.
안 그래도 어제 멍 들었어.,더 다치지 않게 신경 써야겠다.
포토티켓이라고 알아?,포토티켓? 사진이 있는 티켓이야?
응 GCV에서 파는 티켓이야.,배우들 사진이 있는 건가?
아니 폰에 있는 사진 정해서 티켓으로 뽑을 수 있어.,그거 정말 획기적인 아이디어다.
그렇지? 추억도 남기고 좋은 거 같더라.,나는 롯데시네마만 가서 잘 몰랐어.
다음에 CGV에 가 봐.,나도 사진으로 영화 본 추억 남겨야지.
나는 음식점 아르바이트는 못할 것 같아,너 음식점 아르바이트도 해봤어?
응 대학교 다닐 때 잠시 했는데 너무 어려운 것 같아,음식점 아르바이트가 가장 쉽지 않아?
식사시간이 대부분 비슷하니까 바쁠 때 너무 정신이 없어서 사람이 몰릴 때 가장 힘들었던 것 같아,대학가나 회사 근처 식당이면 그럴 수도 있겠다
나는 대학교 바로 앞에서 해서 식사시간에 사람들이 너무 많이 오더라고,아이고 정말 힘들었겠네.
주문도 받고 음식도 만들어야 되니 정신이 하나도 없었어,혼자서 너무 많은 일을 하려니 힘들었구나. 그래도 좋은 경험이라고 생각해 봐!
공군에도 방공이 있어.,방공이 뭐야?
지대공 방어 하는거야.,땅에서 하늘을 방어해?
미사일 터렛이라고 생각해.,미사일 터렛은 뭐야?
스타크래프트 건물 몰라?,나 스타크래프트 몰라.
땅에서 하늘 공격하는거야.,나는 전혀 몰랐어.
정기적으로 하는 운동 있어?,나는 예전에 태권도 배웠어.
취미로 태권도 다닌거야?,응 친구가 다녀서 나도 성인반 등록했어.
무슨 띠 까지 땄어?,난 초록띠까지 따고 그만 뒀어.
검은띠까지 따보지 그랬어.,태권도장이 멀어서 힘들더라고.
맞아 거리가 멀면 다니기 쉽지 않아.,2개월 다닌 것도 대단하다고 생각해.
너 투니버스 세대 맞지?,응 나 투니버스 황금기 세대야.
너는 어떤 만화 제일 좋아했어?,"나는 미소의 세상이랑, 행복한 세상의 족제비."
나는 짱구 좋아했어.,나는 명탐정 코난도 좋아했어.
명탐정 코난 아직도 결말 안 나온 거 알아?,정말? 너무 질질 끈다.
소재가 고갈이 안 되는 게 신기해.,"그러니까, 소재가 어디서 계속 나오지?"
국방부가 어디에 있어?,계룡대에 있지 않아?
계룡대는 어디에 있어?,임관식 거기서 하잖아.
거기가 계룡대 였구나.,직접 갔다 왔잖아.
계룡대 왠지 익숙하더라.,본인이 갔다 왔으면서 모르네.
헷갈릴 수도 있지.,그래 그럴수 있지.
너는 연애할 때 연락이 중요해?,연락 빈도 수를 물어보는 거지?
응 어느정도 텀으로 연락해?,나는 시도 때도 없이 연락하는 걸 좋아해.
연락 문제 때문에 연인이랑 싸우지는 않았어?,연락 자주 안 하는 연인이랑은 헤어졌어.
그것도 성향차이 인 것 같아.,나는 연락이 없으면 외롭더라고.
나는 좀 연락이 뜸 한 편이야.,그럼 그런 사람을 만나면 돼.
등산화를 새로 샀어.,"오 최근에 등산 다니더니, 본격적으로 다니려고?"
응 그러려고 샀는데 한번도 못 신었네.,요새 날씨도 좋은데 얼른 신고 가 봐.
너는 등산화 있어?,응 나도 최근에 샀어.
그거 신고 등산 가 봤어?,"응 바로 갔는데, 화나는 일이 있었어."
무슨 일이 있었는데?,하산하다가 껌을 밟았지 뭐야.
오징어 게임 게임 나온 거 알아?,말이 되게 웃기다.
드라마 오징어게임을 실제 게임으로 만들었대.,우리나라 사람이 만든 게임인가?
외국 사람이 만들었다나 봐.,외국에서 인기가 어마어마 하구나.
나도 한번 해보려고 유튜브로 봤어.,어때 재밌어 보여?
아니 엄청 어려워보이더라.,최후 1인까지 남는 게 쉽지 않을 거 같아.
파혼이 생각보다 흔한 거 알아?,그럼 알지 결혼은 중요하잖아.
보통 돈 문제 때문에 파혼한대.,"돈, 시댁, 경제관 이런 거 때문에 파혼한다더라."
이혼 보다는 파혼이 낫지.,그럼 두개는 완전 천지 차이지.
아니다 싶음 발 빼는 게 맞아.,맞아 인생에서 가장 중요한 선택 중 하나인데.
"서로 맞춰가는 것도 중요하지만, 안 맞는 건 포기해야지.",그래도 헤어지는건 슬퍼
볼링 치러 가고 싶다.,너 볼링 잘 치잖아.
응 최근에 가지를 못했어.,조만간 나랑 한번 가자.
너 볼링 잘 쳐?,아니 나 볼링 진짜 못 쳐.
거의 다 도랑으로 빠지는 거 아니야?,"거의 그렇긴 한데, 가끔 스트라이크도 쳐."
그래도 꽤 잘 치나보네?,소 뒷걸음질 치다가 쥐 잡는 격이지 뭐.
사촌동생이 공기놀이를 하더라.,정말? 몇 살인데?
지금 초등학교 5학년이야.,그 나이 대에 공기놀이 많이 하지.
너도 공기 할 줄 알아?,응 나 공기 진짜 잘해.
나도 공기 진짜 잘하는데.,남자들은 공기 못하지 않나?
나는 손이 커서 되게 잘했어.,나중에 나랑 내기 공기 하자.
갑자기 싸이월드가 부활 한대.,나의 흑역사가 부활하다니...
이상한 사진 많어?,나는 가끔 눈물을 흘려.
셀카 많이 찍었구나?,엄청 많이 찍었지.
부활하면 어떻게 해?,부활하면 다 지워야지.
다 추억이지 않을까?,추억이긴 하겠다.
기억에 남는 선생님 있어?,기억에 남는 선생님 있지.
어떤 선생님이 남아?,나를 잘 챙겨준 선생님.
나도 기억에 남는 선생님 있어.,어떤 선생님이었어?
학생들 데리고 놀러 다니셨어.,어디 놀러 갔었어?
"야구장, 낚시 등 많았어.",진짜 대단하다.
나는 아빠랑 판박이야.,외적으로 많이 닮았어?
외적으로도 닮고 성격도 똑같애.,아버님 유전이 강하신가 보다.
나도 아들을 낳으면 똑같이 생길까?,그럴 거 같은데?
내 미니미가 생긴다는 게 좀 설렌다.,우선 결혼부터 하는게 먼저일 거 같아!
그냥 상상 정도는 해볼 수 있잖아.,미안해 갑자기 초 쳐서.
나는 내가 좋아하는 사람을 만나야 해.,그건 당연한 거 아니야?
사랑 받는 걸 더 좋아하는 사람도 있어.,아~ 내가 좋아하는 것 보다 상대가 날 더 좋아하는 거?
응 받는 사랑을 좋아하는 사람.,너는 주는 사랑이 좋은 거구나.
나는 사랑을 받더라도 내가 줄 수 없으면 못 만나.,그럼 너가 사랑을 주는데 못 받으면?
"그것도 힘들겠지만, 사랑을 못 주는 게 더 힘들 거 같아.",난 하나라도 충족 안되면 속상해
요새 춤 잘 추는 게 매력이잖아.,나도 춤 잘 추고 싶어!
티비에 나오는 댄서들 멋있지?,정말 잘 추고 멋있더라.
나도 댄스 스포츠 배우고 싶더라고.,그거는 차차차 이런 거 배우는 거지?
응 짝 지어서 화려하게 추는 거.,너는 그런 댄스 스타일을 좋아하는 구나.
너는 어떤 스타일의 춤이 좋아?,나는 힙합 스타일 춤이 좋아.
고양이 키우기 게임 알아?,이젠 모바일로도 반려동물을 키우는 구나.
게임으로 대리만족 하는 거지.,만족감이 좀 생겨?
야옹 거리는 게 귀엽기는 해.,유료 게임이야?
"아니 무료 게임인데, 유료로 할 수도 있어.",아이템을 유료로 구매해?
아니 다른 고양이 캐릭터를 얻으려면 유료로 해야해.,하다 보면 돈 쓰고 싶을 거 같아.
갑자기 너무 추워졌어.,갑자기 겨울이 왔어.
벌써 가을도 끝났나봐.,나는 겨울이 좋아.
나는 가을이 좋아.,여름 보다는 겨울이지.
물론 여름은 싫어.,여름은 너무 더워.
더워서 너무 지쳐.,땀도 많이 나서 싫어.
메타버스 서비스 알어?,메타버스 당연히 알지.
나는 잘 모르겠어.,내가 설명해줄까?
메타버스 설명좀 해줘.,가상세계는 알지?
가상세계는 알지.,메타버스가 가상세계야.
말만 어렵게 해놨네.,뉴스를 많이 봐야 해.
요즘 전세 값이 엄청 비싸.,전세도 월세도 다 비싸.
전세 구하기도 너무 힘들다.,진짜 집은 어떻게 구하지.
다른 사람들은 다 구하더라.,나만 못 구하는거 같아.
우리도 구할 수 있을거야.,우리도 구할 수 있겠지?
결국에는 다 방법이 있어.,그래 방법을 찾아보자.
나는 전공무관 취업했어.,전공무관이면 힘들지 않아?
항상 힘들어.,어떤게 힘들어?
아는게 없어서 힘들어.,이런 엄청 힘들겠다.
사수가 알려주지도 않아.,사수를 잘 만나야해.
교육이 참 중요해.,교육 진짜 엄청 중요해.
어제 할머니 장지에 갔다 왔어.,할머니가 언제 돌아가셨는데?
나 중학교 3학년 때 돌아가셨어.,많이 슬펐겠다.
나는 할머니랑 친하지 않았어서.,그래도 가족이 돌아가시면 슬프지 않아?
첨에는 그냥 그랬는데 점점 슬퍼졌어.,후폭풍이 왔나 보다.
나중에는 너무 마음이 아파서 펑펑 울었어.,살아계실 때 잘 해드려야 해.
고백 받아 본 적 있어?,많이 받았다고 말 하고 싶어.
그 말은 많이는 못 받았다는 거네.,그래도 두 번 정도 받은 거 같아.
고백 받았을 때 좋았어?,기분은 좋았지만 불편했어.
너가 좋아하는 사람이 아니었구나.,응 그래서 거절하는 게 마음이 아팠지.
그 거절을 후회한 적은 없어?,응 후회하지는 않았어.
콘솔게임 좋아해?,나는 게임 다 좋아해.
콘솔 게임 뭐 좋아해?,이름은 잘 몰라.
그냥 다 좋아해?,나는 게임이면 다 좋아.
게임은 재밌긴 해.,스트레스도 다 풀려.
게임으로 스트레스 받지마.,게임 지면 스트레스 받아.
여름 폭염은 너무 더워.,폭염은 진짜 힘들어.
올해 여름 폭염이 많았나?,나는 많았다고 느꼈어.
어차피 사무실에만 있어.,사무실은 오히려 춥지.
밖을 잘 안나가서 몰랐네.,사무직들이 다 그래.
밤에 덥긴 했어.,그래 열대야가 많았지.
2026년 병장 월급 100만원이래.,2026년이 오기는 할까?
5년뒤에 오겠지.,5년뒤면 나는 32살.
나는 5년 뒤에 37살이네.,삼십대 후반이네.
시간이 너무 야속하다.,시간아 좀 천천히 가.
군인 월급은 더 올라야지.,월급이 너무 낮긴 해.
요즘 월세 시세가 얼마야?,지역마다 다 다르잖아.
제일 싼 곳이 어디지?,서울에서 그나마 신림쪽이 싸지.
신림은 시세가 얼마나 하지?,인터넷에서 찾아볼게.
그래 찾아서 알려줘.,신림 시세가 비싸네.
월세 시세가 얼마야?,기본 월세 45만원이야.
어린이 보호구역 법에 대해 어떻게 생각해?,난 장난치는 잼민이들은 보호해주면 안 된다고 생각해.
장난을 어떻게 치는데?,자전거 타고 일부러 차에 가까이 오고 그래.
